DATE,MONTH,YEAR,DAY,TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,ON.STREET.NAME,CROSS.STREET.NAME,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,CONTRIBUTING.FACTOR.VEHICLE.2,VEHICLE.TYPE.CODE.1,VEHICLE.TYPE.CODE.2,WEATHER,NUMBER.OF.ACCIDENT
12/15/2012,Dec,2012,Saturday,20,MANHATTAN,10025,40.7927218,-73.9731884,WEST 93 STREET,BROADWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PICK-UP TRUCK,Cloudy,0
12/15/2012,Dec,2012,Saturday,10,BRONX,10470,40.9042464,-73.8521549,EAST 241 STREET,MATILDA AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
12/15/2012,Dec,2012,Saturday,23,MANHATTAN,10036,40.7567104,-73.9864571,WEST 43 STREET,7 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
12/15/2012,Dec,2012,Saturday,16,QUEENS,11104,40.7432641,-73.9196285,QUEENS BOULEVARD,45 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/16/2012,Dec,2012,Sunday,20,QUEENS,11373,40.7484722,-73.8700155,40 ROAD,WARREN STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,VAN,Rain,0
12/16/2012,Dec,2012,Sunday,11,STATEN ISLAND,10308,40.5637738,-74.1558518,ARTHUR KILL ROAD,GIFFORDS LANE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/16/2012,Dec,2012,Sunday,1,QUEENS,11370,40.7567943,-73.8941253,32 AVENUE,73 STREET,3,0,0,0,0,0,3,0,Physical Disability,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Cloudy,3
12/16/2012,Dec,2012,Sunday,4,QUEENS,11373,40.7453652,-73.8883331,BROADWAY,77 STREET,1,0,0,0,0,0,1,0,Physical Disability,Failure to Yield Right-of-Way,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,1
12/17/2012,Dec,2012,Monday,23,BROOKLYN,11208,40.6678712,-73.8792168,SHEPHERD AVENUE,NEW LOTS AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/17/2012,Dec,2012,Monday,10,BROOKLYN,11207,40.6654523,-73.8893825,MILLER AVENUE,LIVONIA AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/17/2012,Dec,2012,Monday,8,QUEENS,11101,40.7509782,-73.9347418,NORTHERN BOULEVARD,40 ROAD,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,VAN,PASSENGER VEHICLE,Rain,0
12/17/2012,Dec,2012,Monday,19,STATEN ISLAND,10302,40.6360244,-74.1347701,PORT RICHMOND AVENUE,CASTLETON AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/17/2012,Dec,2012,Monday,22,BROOKLYN,11223,40.5961601,-73.9610281,CONEY ISLAND AVENUE,AVENUE V,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,VAN,Rain,0
12/17/2012,Dec,2012,Monday,6,QUEENS,11419,40.6885363,-73.8309909,113 STREET,101 AVENUE,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,3
12/18/2012,Dec,2012,Tuesday,14,BROOKLYN,11219,40.6412469,-73.9933628,43 STREET,FORT HAMILTON PARKWAY,1,0,0,0,0,0,1,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,VAN,Cloudy,1
12/18/2012,Dec,2012,Tuesday,11,QUEENS,11434,40.6899173,-73.7778939,115 AVENUE,MERRICK BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,UNKNOWN,Rain,0
12/18/2012,Dec,2012,Tuesday,13,BROOKLYN,11238,40.6817692,-73.9675328,ATLANTIC AVENUE,VANDERBILT AVENUE,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/18/2012,Dec,2012,Tuesday,5,MANHATTAN,10035,40.8040657,-73.9326634,EAST 127 STREET,2 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,OTHER,PASSENGER VEHICLE,Rain,0
12/18/2012,Dec,2012,Tuesday,17,STATEN ISLAND,10304,40.6024972,-74.0927197,RICHMOND ROAD,VENICE AVENUE,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,VAN,SPORT UTILITY / STATION WAGON,Fog,0
12/18/2012,Dec,2012,Tuesday,18,MANHATTAN,10035,40.8064149,-73.9422623,EAST 125 STREET,5 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Cloudy,0
12/18/2012,Dec,2012,Tuesday,14,BRONX,10459,40.8221083,-73.9006117,PROSPECT AVENUE,EAST 163 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
12/18/2012,Dec,2012,Tuesday,16,BRONX,10451,40.8296282,-73.9211792,GRAND CONCOURSE,EAST 164 STREET,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,LIVERY VEHICLE,PASSENGER VEHICLE,Cloudy,1
12/18/2012,Dec,2012,Tuesday,6,BROOKLYN,11207,40.6806649,-73.9026216,CONWAY STREET,BUSHWICK AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Rain,0
12/19/2012,Dec,2012,Wednesday,9,BROOKLYN,11206,40.7066527,-73.9504063,UNION AVENUE,MONTROSE AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Fog,0
12/19/2012,Dec,2012,Wednesday,20,BROOKLYN,11219,40.6303364,-73.9934143,14 AVENUE,55 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
12/19/2012,Dec,2012,Wednesday,0,MANHATTAN,10016,40.74478,-73.9758819,EAST 34 STREET,2 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Clean,0
12/19/2012,Dec,2012,Wednesday,13,BROOKLYN,11204,40.6131235,-73.9893964,71 STREET,20 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/19/2012,Dec,2012,Wednesday,22,QUEENS,11411,40.694549,-73.7441572,SPRINGFIELD BOULEVARD,118 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/19/2012,Dec,2012,Wednesday,14,BRONX,10467,40.8790546,-73.8743853,EAST GUNHILL ROAD,PERRY AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/20/2012,Dec,2012,Thursday,16,BROOKLYN,11206,40.7018628,-73.9438243,WHIPPLE STREET,BROADWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,VAN,Rain,0
12/20/2012,Dec,2012,Thursday,1,BROOKLYN,11225,40.6631828,-73.9624487,FLATBUSH AVENUE,EMPIRE BOULEVARD,5,0,0,0,0,0,5,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,5
12/20/2012,Dec,2012,Thursday,12,MANHATTAN,10002,40.7236503,-73.991024,CHRYSTIE STREET,EAST HOUSTON STREET,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),Clean,0
12/20/2012,Dec,2012,Thursday,17,BROOKLYN,11217,40.6830499,-73.9737625,6 AVENUE,ATLANTIC AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
12/20/2012,Dec,2012,Thursday,18,QUEENS,11357,40.7802264,-73.8025434,FRANCIS LEWIS BOULEVARD,WILLETS POINT BOULEVARD,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/20/2012,Dec,2012,Thursday,12,BROOKLYN,11209,40.6214926,-74.0262133,5 AVENUE,86 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,BUS,Clean,0
12/20/2012,Dec,2012,Thursday,19,QUEENS,11385,40.7045929,-73.9082455,LINDEN STREET,ONDERDONK AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Fog,0
12/21/2012,Dec,2012,Friday,13,BROOKLYN,11226,40.6465177,-73.958105,FLATBUSH AVENUE,TILDEN AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,TAXI,UNKNOWN,Cloudy,0
12/21/2012,Dec,2012,Friday,15,STATEN ISLAND,10312,40.5562704,-74.1688436,RICHMOND AVENUE,PERKIOMEN AVENUE,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Rain,0
12/21/2012,Dec,2012,Friday,12,BROOKLYN,11207,40.6583369,-73.8775761,COZINE AVENUE,ASHFORD STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/21/2012,Dec,2012,Friday,17,BRONX,10463,40.8764759,-73.9044863,WEST 230 STREET,MAJOR DEEGAN EXPRESSWAY,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
12/22/2012,Dec,2012,Saturday,13,MANHATTAN,10012,40.7203211,-73.9940403,DELANCEY STREET,BOWERY,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),Rain,0
12/22/2012,Dec,2012,Saturday,15,MANHATTAN,10011,40.738552,-73.9996824,WEST 14 STREET,7 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Rain,0
12/23/2012,Dec,2012,Sunday,1,BROOKLYN,11207,40.6756249,-73.8987786,GEORGIA AVENUE,ATLANTIC AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Rain,0
12/23/2012,Dec,2012,Sunday,13,MANHATTAN,10019,40.7659332,-73.9908775,WEST 52 STREET,10 AVENUE,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
12/23/2012,Dec,2012,Sunday,20,QUEENS,11103,40.7657706,-73.9189877,30 AVENUE,34 STREET,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
12/23/2012,Dec,2012,Sunday,12,MANHATTAN,10029,40.796797,-73.9471753,MADISON AVENUE,EAST 111 STREET,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,TAXI,LIVERY VEHICLE,Clean,0
12/23/2012,Dec,2012,Sunday,13,MANHATTAN,10036,40.7573389,-73.986013,WEST 44 STREET,7 AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,TAXI,BICYCLE,Clean,1
12/23/2012,Dec,2012,Sunday,10,BRONX,10465,40.8310013,-73.8265168,EAST TREMONT AVENUE,BARKLEY AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inexperience,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
12/23/2012,Dec,2012,Sunday,9,MANHATTAN,10065,40.7639911,-73.958782,1 AVENUE,EAST 66 STREET,0,0,0,0,0,0,0,0,Turning Improperly,Other Vehicular,TAXI,TAXI,Cloudy,0
12/23/2012,Dec,2012,Sunday,13,BRONX,10465,40.8262017,-73.8216767,EAST TREMONT AVENUE,RANDALL AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
12/24/2012,Dec,2012,Monday,0,MANHATTAN,10013,40.7237466,-74.0061151,VARICK STREET,WATTS STREET,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/24/2012,Dec,2012,Monday,13,BRONX,10469,40.8774703,-73.8426101,GUNTHER AVENUE,TILLOTSON AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/24/2012,Dec,2012,Monday,3,MANHATTAN,10028,40.7802299,-73.9613681,EAST 84 STREET,5 AVENUE,1,0,0,0,0,0,1,0,Other Vehicular,Alcohol Involvement,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,1
12/24/2012,Dec,2012,Monday,9,MANHATTAN,10016,40.7457696,-73.9704212,EAST 38 STREET,FDR DRIVE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/24/2012,Dec,2012,Monday,16,QUEENS,11104,40.7437003,-73.9233379,QUEENS BOULEVARD,41 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,MOTORCYCLE,Clean,0
12/24/2012,Dec,2012,Monday,8,BROOKLYN,11219,40.6313137,-73.9995605,58 STREET,12 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/24/2012,Dec,2012,Monday,20,STATEN ISLAND,10314,40.6130061,-74.1587617,RICHMOND AVENUE,LANDER AVENUE,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/25/2012,Dec,2012,Tuesday,15,MANHATTAN,10018,40.7583771,-73.9943762,WEST 41 STREET,DYER AVENUE,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,UNKNOWN,UNKNOWN,Rain,0
12/25/2012,Dec,2012,Tuesday,12,BROOKLYN,11220,40.6349117,-74.0101603,8 AVENUE,61 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
12/25/2012,Dec,2012,Tuesday,17,BROOKLYN,11219,40.6348155,-73.9887517,14 AVENUE,47 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/25/2012,Dec,2012,Tuesday,16,BRONX,10452,40.8392713,-73.9225592,WEST 169 STREET,SHAKESPEARE AVENUE,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,0
12/25/2012,Dec,2012,Tuesday,15,BROOKLYN,11235,40.5888283,-73.9464577,AVENUE Z,EAST 23 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/25/2012,Dec,2012,Tuesday,14,QUEENS,11417,40.6848435,-73.8359508,103 AVENUE,106 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,UNKNOWN,Rain,0
12/26/2012,Dec,2012,Wednesday,16,BRONX,10460,40.84271,-73.8856615,EAST TREMONT AVENUE,SOUTHERN BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,TAXI,PASSENGER VEHICLE,Rain,0
12/26/2012,Dec,2012,Wednesday,21,STATEN ISLAND,10309,40.5241828,-74.2347922,BOSCOMBE AVENUE,PAGE AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Rain,0
12/26/2012,Dec,2012,Wednesday,15,QUEENS,11361,40.7618397,-73.7594101,NORTHERN BOULEVARD,222 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,0
12/27/2012,Dec,2012,Thursday,17,BROOKLYN,11234,40.6370121,-73.9249125,FOSTER AVENUE,EAST 54 STREET,2,0,0,0,0,0,2,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Fog,2
12/27/2012,Dec,2012,Thursday,20,MANHATTAN,10021,40.7697502,-73.9606016,EAST 72 STREET,3 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,TAXI,Rain,0
12/27/2012,Dec,2012,Thursday,17,QUEENS,11354,40.7681649,-73.8369189,HIGGINS STREET,WHITESTONE EXPRESSWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Fog,0
12/27/2012,Dec,2012,Thursday,13,MANHATTAN,10022,40.7570751,-73.9698495,3 AVENUE,EAST 52 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,OTHER,SPORT UTILITY / STATION WAGON,Cloudy,0
12/27/2012,Dec,2012,Thursday,13,BROOKLYN,11214,40.5981291,-74.0049909,20 AVENUE,SHORE PARKWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,TAXI,UNKNOWN,Cloudy,0
12/28/2012,Dec,2012,Friday,22,MANHATTAN,10011,40.737229,-74.0006459,7 AVENUE,WEST 12 STREET,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,SPORT UTILITY / STATION WAGON,TAXI,Clean,0
12/28/2012,Dec,2012,Friday,9,MANHATTAN,10007,40.7125314,-74.0076652,BROADWAY,PARK PLACE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,BUS,UNKNOWN,Cloudy,0
12/29/2012,Dec,2012,Saturday,19,MANHATTAN,10001,40.7497883,-73.9877686,WEST 34 STREET,6 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,TAXI,Cloudy,0
12/29/2012,Dec,2012,Saturday,20,QUEENS,11691,40.5951403,-73.7539866,BEACH 20 STREET,SEAGIRT BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Cloudy,0
12/29/2012,Dec,2012,Saturday,14,BROOKLYN,11205,40.6913292,-73.9517592,DEKALB AVENUE,NOSTRAND AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Rain,0
12/29/2012,Dec,2012,Saturday,17,STATEN ISLAND,10309,40.5356582,-74.208124,RAMONA AVENUE,LENEVAR AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,VAN,SPORT UTILITY / STATION WAGON,Rain,0
12/30/2012,Dec,2012,Sunday,9,BROOKLYN,11213,40.6713212,-73.9280966,ROCHESTER AVENUE,STERLING PLACE,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,PASSENGER VEHICLE,LIVERY VEHICLE,Fog,0
12/30/2012,Dec,2012,Sunday,16,BROOKLYN,11220,40.6402038,-74.0082406,54 STREET,7 AVENUE,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,PASSENGER VEHICLE,VAN,Clean,0
12/31/2012,Dec,2012,Monday,16,QUEENS,11432,40.7122781,-73.8046673,160 STREET,85 AVENUE,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,PASSENGER VEHICLE,UNKNOWN,Rain,0
12/31/2012,Dec,2012,Monday,18,QUEENS,11417,40.6807461,-73.842238,LIBERTY AVENUE,97 STREET,0,0,0,0,0,0,0,0,Turning Improperly,Prescription Medication,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Rain,0
12/31/2012,Dec,2012,Monday,11,MANHATTAN,10026,40.802699,-73.9491862,WEST 117 STREET,LENOX AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/31/2012,Dec,2012,Monday,15,BROOKLYN,11232,40.6544301,-74.0075648,38 STREET,3 AVENUE,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,VAN,PASSENGER VEHICLE,Clean,0
12/31/2012,Dec,2012,Monday,12,QUEENS,11103,40.7658552,-73.9145003,28 AVENUE,38 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/31/2012,Dec,2012,Monday,8,STATEN ISLAND,10312,40.5610915,-74.1698275,RICHMOND AVENUE,ARTHUR KILL ROAD,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,1
12/31/2012,Dec,2012,Monday,12,QUEENS,11372,40.7472374,-73.8915059,74 STREET,37 ROAD,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,VAN,PASSENGER VEHICLE,Clean,0
1/1/2013,Jan,2013,Tuesday,23,QUEENS,11357,40.7868543,-73.822349,PARSONS BOULEVARD,14 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
1/1/2013,Jan,2013,Tuesday,4,BROOKLYN,11207,40.6757357,-73.8968533,ATLANTIC AVENUE,PENNSYLVANIA AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,Failure to Yield Right-of-Way,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
1/1/2013,Jan,2013,Tuesday,8,MANHATTAN,10022,40.759308,-73.9652931,EAST 57 STREET,2 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
1/2/2013,Jan,2013,Wednesday,21,BROOKLYN,11236,40.6370079,-73.9149428,EAST 80 STREET,GLENWOOD ROAD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,VAN,Clean,0
1/2/2013,Jan,2013,Wednesday,13,BROOKLYN,11203,40.656861,-73.9270238,CLARKSON AVENUE,EAST 54 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
1/2/2013,Jan,2013,Wednesday,8,BROOKLYN,11236,40.6537515,-73.9016517,AVENUE D,EAST 105 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,OTHER,Clean,0
1/2/2013,Jan,2013,Wednesday,14,STATEN ISLAND,10312,40.5507894,-74.2009707,SUSSEX GREEN,HUGUENOT AVENUE,1,0,0,0,0,0,1,0,Unspecified,Unspecified,PASSENGER VEHICLE,FIRE TRUCK,Clean,1
1/3/2013,Jan,2013,Thursday,15,BRONX,10466,40.8966948,-73.85351,EAST 237 STREET,BYRON AVENUE,5,0,0,0,0,0,5,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,5
1/3/2013,Jan,2013,Thursday,6,BRONX,10460,40.8410869,-73.8644784,WHITE PLAINS ROAD,EAST TREMONT AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
1/3/2013,Jan,2013,Thursday,2,BROOKLYN,11226,40.6398068,-73.9513064,ROGERS AVENUE,NEWKIRK AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
1/3/2013,Jan,2013,Thursday,9,QUEENS,11357,40.7936495,-73.8132334,CLINTONVILLE STREET,9 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,UNKNOWN,OTHER,Clean,0
1/3/2013,Jan,2013,Thursday,15,QUEENS,11373,40.7457972,-73.8838429,BAXTER AVENUE,JUDGE STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),Clean,0
1/4/2013,Jan,2013,Friday,16,QUEENS,11418,40.6997773,-73.8317847,JAMAICA AVENUE,118 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
1/4/2013,Jan,2013,Friday,17,BROOKLYN,11229,40.5946391,-73.9527004,AVENUE W,EAST 18 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
1/4/2013,Jan,2013,Friday,21,QUEENS,11101,40.7548092,-73.9440179,12 STREET,41 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
1/4/2013,Jan,2013,Friday,12,BROOKLYN,11217,40.678639,-73.9735083,FLATBUSH AVENUE,PROSPECT PLACE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),Cloudy,0
1/4/2013,Jan,2013,Friday,14,QUEENS,11422,40.665256,-73.7353338,SOUTH CONDUIT AVENUE,FRANCIS LEWIS BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
1/5/2013,Jan,2013,Saturday,17,BRONX,10461,40.8415935,-73.8502702,SEDDON STREET,BUCK STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
1/6/2013,Jan,2013,Sunday,21,QUEENS,11361,40.7603108,-73.7743094,KENNEDY STREET,43 AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Rain,0
1/6/2013,Jan,2013,Sunday,4,BROOKLYN,11229,40.6123144,-73.9499614,KINGS HIGHWAY,EAST 24 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Rain,0
1/6/2013,Jan,2013,Sunday,14,BRONX,10451,40.8205439,-73.9307752,EXTERIOR STREET,EAST 150 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,UNKNOWN,PASSENGER VEHICLE,Clean,0
