DATE,MONTH,YEAR,DAY,TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,ON.STREET.NAME,CROSS.STREET.NAME,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,CONTRIBUTING.FACTOR.VEHICLE.2,VEHICLE.TYPE.CODE.1,VEHICLE.TYPE.CODE.2,WEATHER,NUMBER.OF.ACCIDENT
2/1/2017,Feb,2017,Wednesday,19,BROOKLYN,11217,40.685955,-73.98028,3 AVENUE,STATE STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
2/2/2017,Feb,2017,Thursday,16,BRONX,10472,40.828354,-73.88199,WESTCHESTER AVENUE,COLGATE AVENUE,2,0,0,0,0,0,2,0,Accelerator Defective,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,2
2/2/2017,Feb,2017,Thursday,23,BROOKLYN,11201,40.700768,-73.990944,CADMAN PLAZA WEST,PROSPECT STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
2/2/2017,Feb,2017,Thursday,14,BROOKLYN,11233,40.677067,-73.92281,ATLANTIC AVENUE,COLUMBUS PLACE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Fog,0
2/3/2017,Feb,2017,Friday,16,BRONX,10467,40.878643,-73.871605,EAST GUN HILL ROAD,WEBSTER AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Cloudy,0
2/3/2017,Feb,2017,Friday,0,MANHATTAN,10002,40.71829,-73.987434,DELANCEY STREET,NORFOLK STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
2/3/2017,Feb,2017,Friday,17,MANHATTAN,10023,40.774677,-73.98221,BROADWAY,WEST 67 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,TAXI,PASSENGER VEHICLE,Rain,0
2/4/2017,Feb,2017,Saturday,15,QUEENS,11377,40.753708,-73.90299,NORTHERN BOULEVARD,58 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,Clean,0
2/4/2017,Feb,2017,Saturday,16,BROOKLYN,11236,40.643166,-73.88983,EAST 105 STREET,FLATLANDS 4 STREET,2,0,0,0,0,0,2,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,2
2/5/2017,Feb,2017,Sunday,15,BROOKLYN,11203,40.6525,-73.924644,CHURCH AVENUE,EAST 56 STREET,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Rain,1
2/5/2017,Feb,2017,Sunday,12,BROOKLYN,11215,40.670338,-73.9975,HAMILTON AVENUE,14 STREET,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
2/6/2017,Feb,2017,Monday,23,QUEENS,11412,40.70568,-73.77114,186 STREET,104 AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
2/6/2017,Feb,2017,Monday,7,QUEENS,11004,40.736176,-73.71372,LITTLE NECK PARKWAY,HILLSIDE AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,1
2/6/2017,Feb,2017,Monday,7,QUEENS,11417,40.676685,-73.84371,CROSS BAY BOULEVARD,SUTTER AVENUE,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
2/7/2017,Feb,2017,Tuesday,12,BROOKLYN,11201,40.696033,-73.98453,FLATBUSH AVENUE EXTENSION,TILLARY STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
2/8/2017,Feb,2017,Wednesday,14,QUEENS,11413,40.66298,-73.753975,225 STREET,145 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Fog,0
2/8/2017,Feb,2017,Wednesday,13,STATEN ISLAND,10310,40.637985,-74.10955,HENDERSON AVENUE,DAVIS AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,1
2/9/2017,Feb,2017,Thursday,10,QUEENS,11427,40.723515,-73.75264,89 AVENUE,212 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Snow,0
2/9/2017,Feb,2017,Thursday,10,BROOKLYN,11206,40.70191,-73.93699,FLUSHING AVENUE,BUSHWICK AVENUE,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,PASSENGER VEHICLE,TAXI,Snow,1
2/9/2017,Feb,2017,Thursday,7,QUEENS,11434,40.65616,-73.76736,ROCKAWAY BOULEVARD,BREWER BOULEVARD,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Snow,0
2/10/2017,Feb,2017,Friday,6,QUEENS,11103,40.764355,-73.91131,43 STREET,28 AVENUE,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
2/10/2017,Feb,2017,Friday,16,BROOKLYN,11233,40.67308,-73.91124,ROCKAWAY AVENUE,EASTERN PARKWAY,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
2/10/2017,Feb,2017,Friday,10,QUEENS,11379,40.721485,-73.86658,64 ROAD,WOODHAVEN BOULEVARD,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
2/11/2017,Feb,2017,Saturday,7,MANHATTAN,10022,40.75906,-73.97262,PARK AVENUE,EAST 53 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,PASSENGER VEHICLE,TAXI,Rain,0
2/12/2017,Feb,2017,Sunday,3,MANHATTAN,10028,40.777874,-73.95175,EAST 86 STREET,2 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,TAXI,PASSENGER VEHICLE,Cloudy,0
2/12/2017,Feb,2017,Sunday,9,QUEENS,11434,40.65965,-73.773834,FARMERS BOULEVARD,ROCKAWAY BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Rain,0
2/12/2017,Feb,2017,Sunday,20,QUEENS,11101,40.74411,-73.95364,VERNON BOULEVARD,48 AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Cloudy,0
2/13/2017,Feb,2017,Monday,9,BROOKLYN,11219,40.6435,-73.99408,41 STREET,10 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,PICK-UP TRUCK,PASSENGER VEHICLE,Cloudy,0
2/13/2017,Feb,2017,Monday,13,MANHATTAN,10002,40.72161,-73.98904,STANTON STREET,ALLEN STREET,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Fog,0
2/14/2017,Feb,2017,Tuesday,9,QUEENS,11104,40.74743,-73.925476,SKILLMAN AVENUE,39 STREET,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
2/15/2017,Feb,2017,Wednesday,15,QUEENS,11414,40.65797,-73.848274,84 STREET,159 AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Cloudy,0
2/16/2017,Feb,2017,Thursday,21,BROOKLYN,11228,40.625774,-74.016495,FORT HAMILTON PARKWAY,BAY RIDGE PARKWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Cloudy,0
2/16/2017,Feb,2017,Thursday,8,QUEENS,11367,40.722603,-73.8174,147 STREET,76 ROAD,1,0,0,0,0,0,1,0,Other Vehicular,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,1
2/16/2017,Feb,2017,Thursday,19,MANHATTAN,10007,40.716454,-74.01306,WARREN STREET,WEST STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Fog,0
2/17/2017,Feb,2017,Friday,19,BROOKLYN,11203,40.637455,-73.92886,UTICA AVENUE,FARRAGUT ROAD,2,0,0,0,0,0,2,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,2
2/17/2017,Feb,2017,Friday,9,QUEENS,11361,40.769054,-73.78495,204 STREET,33 AVENUE,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,2
2/18/2017,Feb,2017,Saturday,16,BROOKLYN,11217,40.686085,-73.982666,ATLANTIC AVENUE,NEVINS STREET,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
2/18/2017,Feb,2017,Saturday,3,BROOKLYN,11216,40.68024,-73.946754,NEW YORK AVENUE,FULTON STREET,4,0,0,0,0,0,4,0,Following Too Closely,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,4
2/18/2017,Feb,2017,Saturday,17,BRONX,10463,40.886536,-73.89985,BROADWAY,WEST 240 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
2/20/2017,Feb,2017,Monday,22,BRONX,10454,40.80872,-73.913895,BEEKMAN AVENUE,OAK TERRACE,4,0,0,0,0,0,4,0,Failure to Yield Right-of-Way,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,4
2/20/2017,Feb,2017,Monday,11,QUEENS,11373,40.738358,-73.88577,QUEENS BOULEVARD,ALBION AVENUE,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
2/20/2017,Feb,2017,Monday,17,QUEENS,11370,40.7666,-73.89117,ASTORIA BOULEVARD,78 STREET,1,0,0,0,0,0,1,0,Unsafe Speed,Passing or Lane Usage Improper,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,1
2/20/2017,Feb,2017,Monday,19,BROOKLYN,11203,40.653984,-73.927704,LINDEN BOULEVARD,EAST 53 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
2/20/2017,Feb,2017,Monday,8,MANHATTAN,10024,40.786366,-73.97598,WEST 84 STREET,AMSTERDAM AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PICK-UP TRUCK,PASSENGER VEHICLE,Clean,0
2/21/2017,Feb,2017,Tuesday,19,QUEENS,11377,40.741714,-73.90634,QUEENS BOULEVARD,59 STREET,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,1
2/21/2017,Feb,2017,Tuesday,9,BRONX,10472,40.834423,-73.879265,BRONX RIVER AVENUE,EAST 174 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
2/21/2017,Feb,2017,Tuesday,19,QUEENS,11369,40.76774,-73.87999,23 AVENUE,90 STREET,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,1
2/21/2017,Feb,2017,Tuesday,7,MANHATTAN,10027,40.810764,-73.9526,WEST 125 STREET,SAINT NICHOLAS AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
2/22/2017,Feb,2017,Wednesday,16,BRONX,10458,40.855927,-73.89478,PARK AVENUE,EAST 183 STREET,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,TAXI,SPORT UTILITY / STATION WAGON,Fog,1
2/22/2017,Feb,2017,Wednesday,8,BROOKLYN,11201,40.68963,-73.98575,LIVINGSTON STREET,HOYT STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
2/22/2017,Feb,2017,Wednesday,11,MANHATTAN,10038,40.70808,-74.00341,PEARL STREET,BEEKMAN STREET,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
2/23/2017,Feb,2017,Thursday,7,BROOKLYN,11230,40.63536,-73.96041,FOSTER AVENUE,EAST 18 STREET,2,0,0,0,0,0,2,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,2
2/23/2017,Feb,2017,Thursday,13,BROOKLYN,11237,40.69889,-73.91753,MYRTLE AVENUE,BLEECKER STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,Clean,0
2/23/2017,Feb,2017,Thursday,20,QUEENS,11377,40.741863,-73.90751,58 STREET,QUEENS BOULEVARD,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
2/23/2017,Feb,2017,Thursday,21,BROOKLYN,11204,40.613995,-73.99538,18 AVENUE,74 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
2/24/2017,Feb,2017,Friday,16,MANHATTAN,10025,40.79913,-73.96667,AMSTERDAM AVENUE,WEST 104 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
2/25/2017,Feb,2017,Saturday,19,BROOKLYN,11220,40.639996,-74.00488,52 STREET,8 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Cloudy,0
2/25/2017,Feb,2017,Saturday,12,QUEENS,11385,40.702744,-73.89732,60 LANE,69 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Fog,0
2/26/2017,Feb,2017,Sunday,20,BRONX,10451,40.81881,-73.92828,EAST 149 STREET,WALTON AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
2/26/2017,Feb,2017,Sunday,9,BROOKLYN,11219,40.62731,-74.00373,65 STREET,12 AVENUE,0,0,0,0,0,0,0,0,Failure to Keep Right,Unsafe Lane Changing,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Cloudy,0
2/27/2017,Feb,2017,Monday,9,BROOKLYN,11220,40.63068,-74.01098,9 AVENUE,66 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
2/28/2017,Feb,2017,Tuesday,13,MANHATTAN,10018,40.757107,-73.997314,10 AVENUE,WEST 38 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,PASSENGER VEHICLE,TAXI,Cloudy,0
2/28/2017,Feb,2017,Tuesday,16,BRONX,10475,40.8776,-73.824684,CARVER LOOP,COOPER PLACE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
3/1/2017,Mar,2017,Wednesday,1,MANHATTAN,10019,40.769638,-73.9919,WEST 56 STREET,11 AVENUE,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,TAXI,SPORT UTILITY / STATION WAGON,Cloudy,0
3/1/2017,Mar,2017,Wednesday,12,BROOKLYN,11215,40.66228,-73.98893,17 STREET,6 AVENUE,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,0
3/1/2017,Mar,2017,Wednesday,16,QUEENS,11106,40.758125,-73.928505,35 AVENUE,31 STREET,2,1,0,0,0,0,2,1,Unsafe Lane Changing,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,3
3/3/2017,Mar,2017,Friday,14,BRONX,10458,40.856243,-73.895584,WEBSTER AVENUE,EAST 183 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Cloudy,0
3/3/2017,Mar,2017,Friday,10,QUEENS,11372,40.75363,-73.88597,81 STREET,34 AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,BICYCLE,Cloudy,1
3/3/2017,Mar,2017,Friday,17,QUEENS,11369,40.76824,-73.87519,23 AVENUE,95 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,Fog,0
3/5/2017,Mar,2017,Sunday,17,BRONX,10462,40.849236,-73.86279,BRONXDALE AVENUE,MATTHEWS AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
3/5/2017,Mar,2017,Sunday,18,QUEENS,11421,40.689236,-73.84503,ATLANTIC AVENUE,98 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
3/5/2017,Mar,2017,Sunday,0,MANHATTAN,10019,40.76286,-73.98941,WEST 49 STREET,9 AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
3/5/2017,Mar,2017,Sunday,14,BROOKLYN,11228,40.618176,-73.99928,NEW UTRECHT AVENUE,72 STREET,5,0,0,0,0,0,5,0,Driver Inattention/Distraction,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,5
3/6/2017,Mar,2017,Monday,20,STATEN ISLAND,10301,40.639652,-74.07551,BAY STREET,SLOSSON TERRACE,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Rain,0
3/6/2017,Mar,2017,Monday,12,QUEENS,11414,40.66956,-73.846344,89 STREET,SOUTH CONDUIT AVENUE,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,TAXI,PICK-UP TRUCK,Clean,0
3/7/2017,Mar,2017,Tuesday,19,MANHATTAN,10003,40.734837,-73.99076,EAST 14 STREET,BROADWAY,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
3/8/2017,Mar,2017,Wednesday,6,BROOKLYN,11201,40.69613,-73.987114,JAY STREET,TILLARY STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,PICK-UP TRUCK,Cloudy,0
3/9/2017,Mar,2017,Thursday,9,BROOKLYN,11212,40.67053,-73.90511,PITKIN AVENUE,SACKMAN STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
3/9/2017,Mar,2017,Thursday,12,BROOKLYN,11206,40.707283,-73.935905,JOHNSON AVENUE,WHITE STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
3/10/2017,Mar,2017,Friday,1,BROOKLYN,11220,40.63574,-74.02605,3 AVENUE,BAY RIDGE AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,TAXI,PASSENGER VEHICLE,Cloudy,0
3/10/2017,Mar,2017,Friday,8,QUEENS,11361,40.758293,-73.77118,211 STREET,45 DRIVE,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Cloudy,0
3/11/2017,Mar,2017,Saturday,17,MANHATTAN,10025,40.793324,-73.974625,WEST 93 STREET,WEST END AVENUE,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Fog,0
3/12/2017,Mar,2017,Sunday,13,QUEENS,11417,40.672825,-73.838425,PITKIN AVENUE,97 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Fog,0
3/13/2017,Mar,2017,Monday,16,STATEN ISLAND,10304,40.614025,-74.08479,TARGEE STREET,SOBEL COURT,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
3/13/2017,Mar,2017,Monday,12,MANHATTAN,10019,40.770313,-73.99141,WEST 57 STREET,11 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,PICK-UP TRUCK,PASSENGER VEHICLE,Clean,0
3/13/2017,Mar,2017,Monday,17,BROOKLYN,11210,40.636086,-73.95091,FLATBUSH AVENUE,ROGERS AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
3/13/2017,Mar,2017,Monday,12,BRONX,10467,40.874325,-73.86707,WHITE PLAINS ROAD,BARTHOLDI STREET,3,0,0,0,0,0,3,0,Unsafe Speed,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,3
3/16/2017,Mar,2017,Thursday,5,BRONX,10457,40.846825,-73.89705,BATHGATE AVENUE,EAST TREMONT AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
3/16/2017,Mar,2017,Thursday,15,BROOKLYN,11237,40.700546,-73.917076,IRVING AVENUE,GREENE AVENUE,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
3/16/2017,Mar,2017,Thursday,22,BROOKLYN,11226,40.651367,-73.95592,MARTENSE STREET,BEDFORD AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Fog,0
3/16/2017,Mar,2017,Thursday,16,BROOKLYN,11226,40.64269,-73.95764,CLARENDON ROAD,FLATBUSH AVENUE,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,1
3/16/2017,Mar,2017,Thursday,9,QUEENS,11366,40.73114,-73.789085,73 AVENUE,181 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
3/16/2017,Mar,2017,Thursday,19,STATEN ISLAND,10314,40.611427,-74.116844,SLOSSON AVENUE,REON AVENUE,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
3/17/2017,Mar,2017,Friday,18,QUEENS,11355,40.755524,-73.833405,41 ROAD,COLLEGE POINT BOULEVARD,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
3/17/2017,Mar,2017,Friday,10,STATEN ISLAND,10306,40.567966,-74.1231,TYSENS LANE,SOUTH RAILROAD AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,Clean,0
3/17/2017,Mar,2017,Friday,7,QUEENS,11358,40.753326,-73.78054,FRANCIS LEWIS BOULEVARD,47 AVENUE,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
3/17/2017,Mar,2017,Friday,4,QUEENS,11385,40.698433,-73.903366,CENTRE STREET,CYPRESS AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
3/18/2017,Mar,2017,Saturday,3,MANHATTAN,10016,40.747295,-73.97405,EAST 38 STREET,2 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,TAXI,PASSENGER VEHICLE,Clean,0
3/18/2017,Mar,2017,Saturday,14,QUEENS,11416,40.684258,-73.84604,WOODHAVEN BOULEVARD,101 AVENUE,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,PASSENGER VEHICLE,TAXI,Cloudy,2
3/18/2017,Mar,2017,Saturday,18,MANHATTAN,10065,40.768597,-73.967766,EAST 67 STREET,MADISON AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,TAXI,TAXI,Rain,0
3/19/2017,Mar,2017,Sunday,3,QUEENS,11419,40.68554,-73.81904,107 AVENUE,124 STREET,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,PASSENGER VEHICLE,PASSENGER VEHICLE,Fog,1
3/19/2017,Mar,2017,Sunday,21,QUEENS,11369,40.761112,-73.86814,101 STREET,31 AVENUE,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
3/19/2017,Mar,2017,Sunday,22,QUEENS,11434,40.68673,-73.77449,MERRICK BOULEVARD,118 AVENUE,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Passing or Lane Usage Improper,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
